PLAN-ID,Item-ID,Entity,Group Description,Liquidity Group/Super Liquidity Group,Item's Date,Amount,Currency,Credit/Debit,Origin,Item Status,Plan Name,Year Title,Plan Currency,Plan Status,Rate,Amount in plan currency,Project,Contra Entity,Cash Transaction Reason,Cash Transaction Type,From Actual Data,Rate Type,Rate Type Description,Record Number of Cash Transaction,Cash Flow Number,Actual Data Internal Reference 1,Actual Data Internal Reference 2,Actual Data Cash Flow Ref.,Counterpart,PTP Account,Account,Long Name of Account,Comment,Created by,Created at,Changed by,Changed at,Plan Category,Plan Type,Consolidation possible,Exposure Aggregation,Entity ID,Entity Name,Entity Short Name,Group ID,Type,Project ID,Super Liquidity Group,Original Liquidity Group
16999,LX2150000033108,57,Trade Receivables incl. VAT,TRR,01/03/2022,388588,EUR,Credit,LP,Recorded manually,Operational Plan,2021/CW50,EUR,Archive,1,388588,,,,,No,D,ASP,,0,,,,,,,,,PAWLIKA,12/13/2021,,,Standard,Operational Plan,No,No,ITS000015603118,ASSS LUXEMBOURG,57,ITS000015609331,Liquidity Group,,No,
17031,LX2151000033742,57,Trade Receivables incl. VAT,TRR,01/03/2022,689496,EUR,Credit,LP,Recorded manually,Operational Plan,2021/CW51,EUR,Archive,1,689496,,,,,No,D,ASP,,0,,,,,,,,,SMENTEKA,12/20/2021,,,Standard,Operational Plan,No,No,ITS000015603118,ASSS LUXEMBOURG,57,ITS000015609331,Liquidity Group,,No,
17031,LX2151000033743,57,Trade Receivables incl. VAT,TRR,01/10/2022,1169374,EUR,Credit,LP,Recorded manually,Operational Plan,2021/CW51,EUR,Archive,1,1169374,,,,,No,D,ASP,,0,,,,,,,,,SMENTEKA,12/20/2021,,,Standard,Operational Plan,No,No,ITS000015603118,ASSS LUXEMBOURG,57,ITS000015609331,Liquidity Group,,No,
17031,LX2151000033746,57,Trade Payables incl. VAT,TRP,01/10/2022,-23110,EUR,Debit,LP,Recorded manually,Operational Plan,2021/CW51,EUR,Archive,1,-23110,,,,,No,D,ASP,,0,,,,,,,,,SMENTEKA,12/20/2021,,,Standard,Operational Plan,No,No,ITS000015603118,ASSS LUXEMBOURG,57,ITS000015609332,Liquidity Group,,No,
17063,LX2152000034444,57,Trade Receivables incl. VAT,TRR,01/03/2022,659318,EUR,Credit,LP,Recorded manually,Operational Plan,2021/CW52,EUR,Archive,1,659318,,,,,No,D,ASP,,0,,,,,,,,,SMENTEKA,12/27/2021,,,Standard,Operational Plan,No,No,ITS000015603118,ASSS LUXEMBOURG,57,ITS000015609331,Liquidity Group,,No,
17063,LX2152000034445,57,Trade Receivables incl. VAT,TRR,01/10/2022,1070308,EUR,Credit,LP,Recorded manually,Operational Plan,2021/CW52,EUR,Archive,1,1070308,,,,,No,D,ASP,,0,,,,,,,,,SMENTEKA,12/27/2021,,,Standard,Operational Plan,No,No,ITS000015603118,ASSS LUXEMBOURG,57,ITS000015609331,Liquidity Group,,No,
17063,LX2152000034446,57,Trade Receivables incl. VAT,TRR,01/17/2022,726336,EUR,Credit,LP,Recorded manually,Operational Plan,2021/CW52,EUR,Archive,1,726336,,,,,No,D,ASP,,0,,,,,,,,,SMENTEKA,12/27/2021,,,Standard,Operational Plan,No,No,ITS000015603118,ASSS LUXEMBOURG,57,ITS000015609331,Liquidity Group,,No,
17063,LX2152000034448,57,Trade Payables incl. VAT,TRP,01/03/2022,-6334,EUR,Debit,LP,Recorded manually,Operational Plan,2021/CW52,EUR,Archive,1,-6334,,,,,No,D,ASP,,0,,,,,,,,,SMENTEKA,12/27/2021,,,Standard,Operational Plan,No,No,ITS000015603118,ASSS LUXEMBOURG,57,ITS000015609332,Liquidity Group,,No,
17063,LX2152000034449,57,Trade Payables incl. VAT,TRP,01/10/2022,-30095,EUR,Debit,LP,Recorded manually,Operational Plan,2021/CW52,EUR,Archive,1,-30095,,,,,No,D,ASP,,0,,,,,,,,,SMENTEKA,12/27/2021,,,Standard,Operational Plan,No,No,ITS000015603118,ASSS LUXEMBOURG,57,ITS000015609332,Liquidity Group,,No,
17063,LX2152000034450,57,Trade Payables incl. VAT,TRP,01/17/2022,-24393,EUR,Debit,LP,Recorded manually,Operational Plan,2021/CW52,EUR,Archive,1,-24393,,,,,No,D,ASP,,0,,,,,,,,,SMENTEKA,12/27/2021,,,Standard,Operational Plan,No,No,ITS000015603118,ASSS LUXEMBOURG,57,ITS000015609332,Liquidity Group,,No,
17095,LX2201000000403,57,Trade Receivables incl. VAT,TRR,01/03/2022,1485212,EUR,Credit,LP,Recorded manually,Operational Plan,2022/CW01,EUR,Archive,1,1485212,,,,,No,D,ASP,,0,,,,,,,,,PAWLIKA,01/03/2022,,,Standard,Operational Plan,No,No,ITS000015603118,ASSS LUXEMBOURG,57,ITS000015609331,Liquidity Group,,No,
17095,LX2201000000404,57,Trade Receivables incl. VAT,TRR,01/10/2022,981783,EUR,Credit,LP,Recorded manually,Operational Plan,2022/CW01,EUR,Archive,1,981783,,,,,No,D,ASP,,0,,,,,,,,,PAWLIKA,01/03/2022,,,Standard,Operational Plan,No,No,ITS000015603118,ASSS LUXEMBOURG,57,ITS000015609331,Liquidity Group,,No,
17095,LX2201000000405,57,Trade Receivables incl. VAT,TRR,01/17/2022,720761,EUR,Credit,LP,Recorded manually,Operational Plan,2022/CW01,EUR,Archive,1,720761,,,,,No,D,ASP,,0,,,,,,,,,PAWLIKA,01/03/2022,,,Standard,Operational Plan,No,No,ITS000015603118,ASSS LUXEMBOURG,57,ITS000015609331,Liquidity Group,,No,
17095,LX2201000000406,57,Trade Receivables incl. VAT,TRR,01/24/2022,643550,EUR,Credit,LP,Recorded manually,Operational Plan,2022/CW01,EUR,Archive,1,643550,,,,,No,D,ASP,,0,,,,,,,,,PAWLIKA,01/03/2022,,,Standard,Operational Plan,No,No,ITS000015603118,ASSS LUXEMBOURG,57,ITS000015609331,Liquidity Group,,No,
17095,LX2201000000407,57,Trade Payables incl. VAT,TRP,01/03/2022,-82468,EUR,Debit,LP,Recorded manually,Operational Plan,2022/CW01,EUR,Archive,1,-82468,,,,,No,D,ASP,,0,,,,,,,,,PAWLIKA,01/03/2022,,,Standard,Operational Plan,No,No,ITS000015603118,ASSS LUXEMBOURG,57,ITS000015609332,Liquidity Group,,No,
17095,LX2201000000408,57,Trade Payables incl. VAT,TRP,01/10/2022,-7212,EUR,Debit,LP,Recorded manually,Operational Plan,2022/CW01,EUR,Archive,1,-7212,,,,,No,D,ASP,,0,,,,,,,,,PAWLIKA,01/03/2022,,,Standard,Operational Plan,No,No,ITS000015603118,ASSS LUXEMBOURG,57,ITS000015609332,Liquidity Group,,No,
17095,LX2201000000409,57,Trade Payables incl. VAT,TRP,01/17/2022,-24476,EUR,Debit,LP,Recorded manually,Operational Plan,2022/CW01,EUR,Archive,1,-24476,,,,,No,D,ASP,,0,,,,,,,,,PAWLIKA,01/03/2022,,,Standard,Operational Plan,No,No,ITS000015603118,ASSS LUXEMBOURG,57,ITS000015609332,Liquidity Group,,No,
17095,LX2201000000410,57,Trade Payables incl. VAT,TRP,01/24/2022,-6347,EUR,Debit,LP,Recorded manually,Operational Plan,2022/CW01,EUR,Archive,1,-6347,,,,,No,D,ASP,,0,,,,,,,,,PAWLIKA,01/03/2022,,,Standard,Operational Plan,No,No,ITS000015603118,ASSS LUXEMBOURG,57,ITS000015609332,Liquidity Group,,No,
17127,LX2202000000818,57,Trade Receivables incl. VAT,TRR,01/10/2022,1006941,EUR,Credit,LP,Recorded manually,Operational Plan,2022/CW02,EUR,Archive,1,1006941,,,,,No,D,ASP,,0,,,,,,,,,PAWLIKA,01/11/2022,,,Standard,Operational Plan,No,No,ITS000015603118,ASSS LUXEMBOURG,57,ITS000015609331,Liquidity Group,,No,
17127,LX2202000000819,57,Trade Receivables incl. VAT,TRR,01/17/2022,929520,EUR,Credit,LP,Recorded manually,Operational Plan,2022/CW02,EUR,Archive,1,929520,,,,,No,D,ASP,,0,,,,,,,,,PAWLIKA,01/11/2022,,,Standard,Operational Plan,No,No,ITS000015603118,ASSS LUXEMBOURG,57,ITS000015609331,Liquidity Group,,No,
17127,LX2202000000820,57,Trade Receivables incl. VAT,TRR,01/24/2022,925467,EUR,Credit,LP,Recorded manually,Operational Plan,2022/CW02,EUR,Archive,1,925467,,,,,No,D,ASP,,0,,,,,,,,,PAWLIKA,01/11/2022,,,Standard,Operational Plan,No,No,ITS000015603118,ASSS LUXEMBOURG,57,ITS000015609331,Liquidity Group,,No,
17127,LX2202000000821,57,Trade Receivables incl. VAT,TRR,01/31/2022,1359434,EUR,Credit,LP,Recorded manually,Operational Plan,2022/CW02,EUR,Archive,1,1359434,,,,,No,D,ASP,,0,,,,,,,,,PAWLIKA,01/11/2022,,,Standard,Operational Plan,No,No,ITS000015603118,ASSS LUXEMBOURG,57,ITS000015609331,Liquidity Group,,No,
17127,LX2202000000822,57,Trade Payables incl. VAT,TRP,01/10/2022,-120538,EUR,Debit,LP,Recorded manually,Operational Plan,2022/CW02,EUR,Archive,1,-120538,,,,,No,D,ASP,,0,,,,,,,,,PAWLIKA,01/11/2022,,,Standard,Operational Plan,No,No,ITS000015603118,ASSS LUXEMBOURG,57,ITS000015609332,Liquidity Group,,No,
17127,LX2202000000823,57,Trade Payables incl. VAT,TRP,01/17/2022,-21649,EUR,Debit,LP,Recorded manually,Operational Plan,2022/CW02,EUR,Archive,1,-21649,,,,,No,D,ASP,,0,,,,,,,,,PAWLIKA,01/11/2022,,,Standard,Operational Plan,No,No,ITS000015603118,ASSS LUXEMBOURG,57,ITS000015609332,Liquidity Group,,No,
17127,LX2202000000824,57,Trade Payables incl. VAT,TRP,01/24/2022,-4137,EUR,Debit,LP,Recorded manually,Operational Plan,2022/CW02,EUR,Archive,1,-4137,,,,,No,D,ASP,,0,,,,,,,,,PAWLIKA,01/11/2022,,,Standard,Operational Plan,No,No,ITS000015603118,ASSS LUXEMBOURG,57,ITS000015609332,Liquidity Group,,No,
17127,LX2202000000825,57,Trade Payables incl. VAT,TRP,01/31/2022,-226754,EUR,Debit,LP,Recorded manually,Operational Plan,2022/CW02,EUR,Archive,1,-226754,,,,,No,D,ASP,,0,,,,,,,,,PAWLIKA,01/11/2022,,,Standard,Operational Plan,No,No,ITS000015603118,ASSS LUXEMBOURG,57,ITS000015609332,Liquidity Group,,No,
17153,LX2202000001541,57,Trade Receivables incl. VAT,TRR,01/17/2022,929520,EUR,Credit,LP,Recorded manually,Operational Plan,2022/CW03,EUR,Archive,1,929520,,,,,No,D,ASP,,0,,,,,,,,,PAWLIKA,01/11/2022,,,Standard,Operational Plan,No,No,ITS000015603118,ASSS LUXEMBOURG,57,ITS000015609331,Liquidity Group,,No,
17153,LX2202000001542,57,Trade Receivables incl. VAT,TRR,01/24/2022,925467,EUR,Credit,LP,Recorded manually,Operational Plan,2022/CW03,EUR,Archive,1,925467,,,,,No,D,ASP,,0,,,,,,,,,PAWLIKA,01/11/2022,,,Standard,Operational Plan,No,No,ITS000015603118,ASSS LUXEMBOURG,57,ITS000015609331,Liquidity Group,,No,
17153,LX2202000001543,57,Trade Receivables incl. VAT,TRR,01/31/2022,1359434,EUR,Credit,LP,Recorded manually,Operational Plan,2022/CW03,EUR,Archive,1,1359434,,,,,No,D,ASP,,0,,,,,,,,,PAWLIKA,01/11/2022,,,Standard,Operational Plan,No,No,ITS000015603118,ASSS LUXEMBOURG,57,ITS000015609331,Liquidity Group,,No,
